,0
2326,"山ちかき夜の底冷え薬の香面会人はしづ心なし : 新井洸 『微明』, 0000, 1916"
2327,"病院のさむき灯かげに白絹の一点のしみを悲しめりけり : 新井洸 『微明』, 0000, 1916"
2328,"この家に枇杷の花咲けり我が親子今日からここにうつり住むなり : 新井洸 『微明』, 0000, 1916"
2329,"霞降る身のまはりなる物のかげ濃く染まるまで灯を強くせよ : 新井洸 『微明』, 0000, 1916"
2330,"氷雨降る小暗き部屋にうづくまり意地わろく人にへだてたらなむ : 新井洸 『微明』, 0000, 1916"
2331,"霜ぐもりさびしく寒しかかる日は我がおくつきの水かへに来ね : 新井洸 『微明』, 0000, 1916"
2332,"雪どけの雫のかげを日あたりの障子に見つつ薬あふぐも : 新井洸 『微明』, 0000, 1916"
2333,"病み臥して昼を寝たればさめ際の眼にしむ灯こそさうざうしけれ : 新井洸 『微明』, 0000, 1916"
2334,"茶の間の暗き灯かげに水蜜桃はめば妻が浴衣のまづしきをあはれ : 新井洸 『微明』, 0000, 1916"
2335,"タまぐれ風そよそよと鳥が行く我がこのこころかへる家なし : 新井洸 『微明』, 0000, 1916"
2336,"烏羽玉の夜のふけゆけばつかれひく明日をわびしみころぶすなりけり : 新井洸 『微明』, 0000, 1916"
2337,"思ひあまり着のみ着のままごろ寝するものぐさき心妻知るらめや : 新井洸 『微明』, 0000, 1916"
2338,"黄八丈繻子の襟せし風俗に品なほ高き母なりしかな : 新井洸 『微明』, 0000, 1916"
2339,"棕櫚竹と君が姿とうつしたる鏡のいろの冷たき思ひ出 : 新井洸 『微明』, 0000, 1916"
2340,"そむかれむ日の悲びをうれひつつ百日に足らぬ子をいだくなり : 新井洸 『微明』, 0000, 1916"
2341,"我が妻の手づくね髪しつたなくも打乱るるを見つつ黙すも : 新井洸 『微明』, 0000, 1916"
2342,"静かなる夜長夜さむにかぎりなきさんげの心あふれたるかな : 新井洸 『微明』, 0000, 1916"
2343,"から梅雨の風吹きわたり大河の波の騒立ち閃けるかも : 新井洸 『微明』, 0000, 1916"
2344,"夕映えのひかりうち乱れ潮疾し船子がおらびのいらだたしかも : 新井洸 『微明』, 0000, 1916"
2345,"満ち潮のしほのあしはやみ船と船と触れなむとしてまた事もなし : 新井洸 『微明』, 0000, 1916"
2346,"タ潮に乗り来る船の舳目くるめく我が鳩尾にあへて迫るも : 新井洸 『微明』, 0000, 1916"
2347,"今は暮れてひたすら暗き河口におも梶と呼べり少年のこゑ : 新井洸 『微明』, 0000, 1916"
2348,"小蒸汽の吹き棄つる湯気にあか暗き機関の室 : 新井洸 『微明』, 0000, 1916"
2349,"ぬらぬらと油光りの機械にはともしちらめき : 新井洸 『微明』, 0000, 1916"
2350,"引く潮にさからひ上る夜の帆は風を乏しび星空に垂る : 新井洸 『微明』, 0000, 1916"
2351,"見ることの久しくしあれば夜の帆影湖にさからひしみじみ上る : 新井洸 『微明』, 0000, 1916"
2352,"河岸の家にひとり寝に来て宵はやし遠稲光がらす戸に見ゆ : 新井洸 『微明』, 0000, 1916"
2353,"横になれば水づたひ来るものの声奇しくさやに女わらへり : 新井洸 『微明』, 0000, 1916"
2354,"新しき船のさし板檜いた朝日にてらふ波のただなか : 新井洸 『微明』, 0000, 1916"
2355,"両岸の街には今朝は鯉職みなかみ遠くあまた見えつも : 新井洸 『微明』, 0000, 1916"
2356,"ひつそりと米倉ならぶ河岸に来て鳥さしが吹くその鳥笛を : 新井洸 『微明』, 0000, 1916"
2357,"水の上のタ映えのいろ早くさめ冷たく明し春浅みかも : 新井洸 『微明』, 0000, 1916"
2358,"にごり雨小やみをなしも引き潮のしるき川床泥曝れにつつ : 新井洸 『微明』, 0000, 1916"
2359,"豪雨の水ひた流れたり船は皆岸に身を寄せ息をころせり : 新井洸 『微明』, 0000, 1916"
2360,"雪はれの朝のかがやき河ロの汽船の火夫もつれづれ見たり : 新井洸 『微明』, 0000, 1916"
2361,"まんまんと凪ぎし日なれば汽船の波河一ぱいにひろがりゆくも : 新井洸 『微明』, 0000, 1916"
2362,"町うらの沼田に見ればうらさびし繭屋の屋根の細き煙出し : 新井洸 『微明』, 0000, 1916"
2363,"油桶の真鍮の箍日に照らふ水郷の町のはづれなりけり : 新井洸 『微明』, 0000, 1916"
2364,"三叉の沖吹く風に白魚ひく帆影黝みて湖暮れむとす : 新井洸 『微明』, 0000, 1916"
2365,"大湖のたたへのはてにあをあをし真菰の浮洲寂かなるかな : 新井洸 『微明』, 0000, 1916"
2366,"湖尻のせばまりはてて江なせる水滑らかに月にあをめり : 新井洸 『微明』, 0000, 1916"
2367,"浮洲のなか水の道せばくほの暗く月はまこもの根にきらめけり : 新井洸 『微明』, 0000, 1916"
2368,"翅なき人にしあれば夜ふかく水に舟うけて月に遊べり : 新井洸 『微明』, 0000, 1916"
2369,"大空も水もしめらひ蒼みたり月は遥けくはるけかりけり : 新井洸 『微明』, 0000, 1916"
2370,"目瞑づれば忽ち暗き夜の底にひえびえと啼く虫の声かも : 新井洸 『微明』, 0000, 1916"
2371,"洲の崎の芦生にまじるおもだかの水際に淀むうす明りはも : 新井洸 『微明』, 0000, 1916"
2372,"錦木はか細けれどもくれなゐをいのちの限りこらしたらずや : 新井洸 『微明』, 0000, 1916"
2373,"雲おもき日のタぐれの微あかり森林のうちにさえ沈むかも : 新井洸 『微明』, 0000, 1916"
2374,"下りて来し駒の鈴が音タ冷えの山の空気に細くとよむも : 新井洸 『微明』, 0000, 1916"
2375,"山ふかみ雪霜つよき苛げにいのちたもてる樹樹の梢かも : 新井洸 『微明』, 0000, 1916"
2376,"湯の宿は未だ遠きを暮れちかみ雑木の膚のなま白けつつ : 新井洸 『微明』, 0000, 1916"
2377,"曇り日のしかもたそがれ闃として笹原遠くひらけたるかな : 新井洸 『微明』, 0000, 1916"
2378,"右ひだりすげなく広き笹原に夜とならむとすうなじ寒かり : 新井洸 『微明』, 0000, 1916"
2379,"草鞋とけば白き土ふまず柔らかき出湯にひたし息づきにけり : 新井洸 『微明』, 0000, 1916"
2380,"くろぐろと同行ねむる部屋ぬちに身じろけば湯の香ほのにほひつつ : 新井洸 『微明』, 0000, 1916"
2381,"暁のくらく寒きに起きいでて此の山の湯にしづむかなしさ : 新井洸 『微明』, 0000, 1916"
2382,"山深みひたとしみ入る朝寒にはだかとなれば湯の気親しも : 新井洸 『微明』, 0000, 1916"
2383,"峡ふかく元湯湯の井をうかがへば朝寒を来し面ほてるかも : 新井洸 『微明』, 0000, 1916"
2384,"湯の気凝りて白き地上を朝まだき木の下露の流れたるかも : 新井洸 『微明』, 0000, 1916"
2385,"朝露の蔦の広葉つみて匂ひある出湯をむすび口にうつせり : 新井洸 『微明』, 0000, 1916"
2386,"滝壷の茶屋の雨洩りいぶせみと焚火によればくゆる服かも : 新井洸 『微明』, 0000, 1916"
2387,"雲走り青空見する風立ちに梢さやさや峡濡れ光る : 新井洸 『微明』, 0000, 1916"
2388,"遠つ世の火ロの跡の焼原の砂のうへ行くいささ川かも : 新井洸 『微明』, 0000, 1916"
2389,"滝岨の椛の梢の枝の間に晩秋の空よどみたり見ゆ : 新井洸 『微明』, 0000, 1916"
2390,"滝をせぎる岩のこなたの断面は寂然として耳なき如し : 新井洸 『微明』, 0000, 1916"
2391,"道きりてかけす鳴きしか雨となりし小暗き霧にまた見えずけり : 新井洸 『微明』, 0000, 1916"
2392,"高山の霧のおそひにたゆたへば毛織ごろもは霜よりも白し : 新井洸 『微明』, 0000, 1916"
2393,"悲し小禽つぐみがとはに閉ぢし眼に天のさ霧は触れむとすらむ : 新井洸 『微明』, 0000, 1916"
2394,"軒ちかく向うの峰の裾引ける渓さやかなり月は出ぬらし : 新井洸 『微明』, 0000, 1916"
2395,"木のもとの黄いろ落葉に枝の影しみみにおける月のよろしさ : 新井洸 『微明』, 0000, 1916"
2396,"男体はすでに朝日ににほへどもこの渓さむく水たぎちつつ : 新井洸 『微明』, 0000, 1916"
2397,"きらきらと今朝のあさ風落葉松の葉をまき散らす雨後のあかるさ : 新井洸 『微明』, 0000, 1916"
2398,"豊秋の足穂のタ日遠寂ぶる一千年の大御寺かも : 新井洸 『微明』, 0000, 1916"
2399,"薬師寺の塔のしら壁ましら壁ゆふかたまけてさぶくにほふも : 新井洸 『微明』, 0000, 1916"
2400,"うつつなく流れただよふタ明り仏足石を見せたまひけり : 新井洸 『微明』, 0000, 1916"
2401,"柿の実はタかたまけてはしやぐ児のまなこ円に靄にこもらず : 新井洸 『微明』, 0000, 1916"
2402,"月読みのあかり露けき中空に鴟尾の甍のまさやかに見ゆ : 新井洸 『微明』, 0000, 1916"
2403,"しづかなる南円堂の初更の灯たもとにまきて持ち帰らなむ : 新井洸 『微明』, 0000, 1916"
2404,"沼尻に櫓立て並め大四つ手引きあぐるなり秋空の下 : 新井洸 『微明』, 0000, 1916"
2405,"兎つるすももんぢい屋の店に見る姫神山の秋の雪はも : 新井洸 『微明』, 0000, 1916"
2406,"紅の襷紅の前垂れ寒国のいろ白き子に似つけるもあはれ : 新井洸 『微明』, 0000, 1916"
2407,"旅人と生れし町のよそ知らぬ子と逢ひし時何をいひきや : 新井洸 『微明』, 0000, 1916"
2408,"くれなゐの踊り前垂れ解き放ちすなはち我に与へけるかな : 新井洸 『微明』, 0000, 1916"
2409,"やや白む窓の破璃のうすじめり旅寝の朝の眼にすがしもよ : 新井洸 『微明』, 0000, 1916"
2410,"真夜中の出船を待てばここの椅子に人多くなりていよよさびしも : 新井洸 『微明』, 0000, 1916"
2411,"やはらかき船のふし床に疲れ寝て津軽の海を荒れしとも知らず : 新井洸 『微明』, 0000, 1916"
2412,"波止場の路つまさき暗く空荒し人のうしろを見つめて行くも : 新井洸 『微明』, 0000, 1916"
2413,"もの思ふ媼の涙さめざめと氷雨に濡るる古き郵船 : 新井洸 『微明』, 0000, 1916"
2414,"行きゆけど行き果たさざる道なれかよもぎ枯れつつ続きてありけり : 新井洸 『微明』, 0000, 1916"
2415,"ひさめ降る樺の林の木ぐれには板目ましろき小家まれに見ゆ : 新井洸 『微明』, 0000, 1916"
2416,"熊笹の山の膚か遠ひろみ濃くなりて行く雨の道見ゆれ : 新井洸 『微明』, 0000, 1916"
2417,"木立らはおびただしくも切られたりタ日さし入りはるかなるかな : 新井洸 『微明』, 0000, 1916"
2418,"水ふかき神居古潭に靄立てば牙より白き二日月かも : 新井洸 『微明』, 0000, 1916"
2419,"雪国の雪の夜ふけの灯にさびしな都育ちのうたひめの顔 : 新井洸 『微明』, 0000, 1916"
2420,"あはれなる追分節よここゆまた遠くさすらひ家にかへらじ : 新井洸 『微明』, 0000, 1916"
2421,"乗合ひの友の其の頬に雪あかりほのかに白く旅ごころ痛し : 新井洸 『微明』, 0000, 1916"
2422,"車中に疲れ臥す時土地者の泥長靴の目よ離れずも : 新井洸 『微明』, 0000, 1916"
2423,"降り足らぬ今朝の雪ぞら凍みまさり出帆の銅羅とどろこだます : 新井洸 『微明』, 0000, 1916"
2424,"踊子の紅の前垂あはれにも旅の鞄に入りて来にけり : 新井洸 『微明』, 0000, 1916"
2425,"をさならが窓のそともの騒ぎにも君とあるこころ乱れ苦しき : 新井洸 『微明』, 0000, 1916"
2426,"ひたひたと夜のうしほの満ち潮のひたすに濡れぬ君がひとみに : 新井洸 『微明』, 0000, 1916"
2427,"胸みちて二人もだせりおぎろなき死の大神肝をひやさむ : 新井洸 『微明』, 0000, 1916"
2428,"くれぐれと世に頼りなきこのこころ君が前にをさも泣きかねつ : 新井洸 『微明』, 0000, 1916"
2429,"たらちねの母にしもあらば温かき膝に顔よせ泣かましものを : 新井洸 『微明』, 0000, 1916"
2430,"人間のいのちの奥のはづかしさ滲み来るかも君に対へば : 新井洸 『微明』, 0000, 1916"
2431,"足り足らぬ何やらを追ふこの夜らの君とあるこころ時なさまたげ : 新井洸 『微明』, 0000, 1916"
2432,"君に得し落つき心罅せじととぼとぼと行く小夜は更くれど : 新井洸 『微明』, 0000, 1916"
2433,"もの深きこの落つきゆ一人行く道のすがらに涙こぼるる : 新井洸 『微明』, 0000, 1916"
2434,"君に逢ひて今帰りつつ行方なくしかも惑へるこの愁ひはも : 新井洸 『微明』, 0000, 1916"
2435,"一人思ふたのみをもとな是ぞこのあからさまなる何を知リてか : 新井洸 『微明』, 0000, 1916"
2436,"目の前の我が手のひらと人ごころまさにうつつに見むよしもがも : 新井洸 『微明』, 0000, 1916"
2437,"このへだて石に投げても丁と落ちていと砕けむものならなくに : 新井洸 『微明』, 0000, 1916"
2438,"いでいかに思ひ定めむ流しやる木の葉も水も早く行くなり : 新井洸 『微明』, 0000, 1916"
2439,"恋ひなづむ心おとろへ反故紙の知らぬ子の手蹟に涙ぐみけり : 新井洸 『微明』, 0000, 1916"
2440,"紙ないふ頻にあつれば涙落つ我がおこたりを君知るらむか : 新井洸 『微明』, 0000, 1916"
2441,"沈める水の深みのほの明りこころのさびれまなうらに見ゆ : 新井洸 『微明』, 0000, 1916"
2442,"おのづからなるらむままにいかにともなれ君ならぬ人に何をも思はず : 新井洸 『微明』, 0000, 1916"
2443,"秋の夜のともし灯ふけて物のくまほの暗ければ君が髪思ふ : 新井洸 『微明』, 0000, 1916"
2444,"ややあをき頬にかかれる髪もあれきれ長まみの俯目かなしも : 新井洸 『微明』, 0000, 1916"
2445,"小夜ふけて眠るといふもうつつなく君がひとみに沈みゆくこと : 新井洸 『微明』, 0000, 1916"
2446,"この頃の夜毎のねざめ秋しづけく君をおもふに限りなきかな : 新井洸 『微明』, 0000, 1916"
2447,"いねがてに冷え切りし手を額におく涙ながれてとどまらぬかな : 新井洸 『微明』, 0000, 1916"
2448,"死にかへりひびきを絶えしうしほ波うねりにうねリまなかひにあり : 新井洸 『微明』, 0000, 1916"
2449,"狂ほしき夢のとぎれに大川の夜半の沈まりのひたと迫れり : 新井洸 『微明』, 0000, 1916"
2450,"がらす戸の窓のそともに大川の夜半のしじまのすぐ立てるかも : 新井洸 『微明』, 0000, 1916"
2451,"秋の夜の水のさむけさ糊白き衾にしみ来ともし灯消さむ : 新井洸 『微明』, 0000, 1916"
2452,"がらすの薄き器に雫落ちこのさ夜なかに満ちみてりけり : 新井洸 『微明』, 0000, 1916"
2453,"此のままに寝つかむとすれば河ロの汽船の笛のほのにとよむも : 新井洸 『微明』, 0000, 1916"
2454,"秋の夜のかかるしじまに胸せまり我は覚むとも人な目ざめそ : 新井洸 『微明』, 0000, 1916"
2455,"大空に月は照りたり遠つ人息のぬくみのここにかよはな : 新井洸 『微明』, 0000, 1916"
2456,"すみあかき月の光に歩みほけうつらうつらにゆかしみにけり : 新井洸 『微明』, 0000, 1916"
2457,"おのが身を小さくきたなく価なくおもひ詰むらく恋は退かず : 新井洸 『微明』, 0000, 1916"
2458,"じりじりに思ふおもひのしみうつりいかにか人に我がつらからむ : 新井洸 『微明』, 0000, 1916"
2459,"君のごと恋ひ思はるる人ありと知れらば誰か嫉みにをたへむ : 新井洸 『微明』, 0000, 1916"
2460,"打負きしのぶに強きわが心君にえたへずた破れぬべく思ふ : 新井洸 『微明』, 0000, 1916"
2461,"今宵また眠り安からずかくてつづく疲れのはても恐しきかな : 新井洸 『微明』, 0000, 1916"
2462,"このままに気ちがひにならばいかならむ人を見わけてロ走りせむ : 新井洸 『微明』, 0000, 1916"
2463,"我が行きしにあかりが点きし人の部屋の宵の寒さのなつかしきかな : 新井洸 『微明』, 0000, 1916"
2464,"菊の花灯かげに白く夜を寒み君が素足のいとほしきかな : 新井洸 『微明』, 0000, 1916"
2465,"君が母の打ちとけて我を待ちたまふ憂き恋故に悲しかりけり : 新井洸 『微明』, 0000, 1916"
2466,"物さびしく二人親み長き夜を熟き紅茶の香をめでにつつ : 新井洸 『微明』, 0000, 1916"
2467,"だありやの霜にくづるる朝寒に心わななくなつかしなつかし : 新井洸 『微明』, 0000, 1916"
2468,"冬の日の日されの砂に打まみれ心あらさじただにうとくば : 新井洸 『微明』, 0000, 1916"
2469,"からからと宵の寒さの刻みあし聞けばえ堪へず恋しきものを : 新井洸 『微明』, 0000, 1916"
2470,"冬ぬるむ初夜のしじまにこもり居て息づきぬとも知る人はなし : 新井洸 『微明』, 0000, 1916"
2471,"寒き夜をひとりさびしく思ひふけ立てば帯さへほどけぬるかな : 新井洸 『微明』, 0000, 1916"
2472,"追ひ来りのび上り立ちて爪かくる大きけものをのがれかねつも : 新井洸 『微明』, 0000, 1916"
2473,"合歓の葉はしぼみはてしを灯ともさず端居に見ればすずしき君が目 : 新井洸 『微明』, 0000, 1916"
2474,"雲白き夏のゆふべのあかるさに我のみ見たる君がゑまひか : 新井洸 『微明』, 0000, 1916"
2475,"日の暮を風船売の残りもの風船玉の夕明かな : 新井洸 『微明』, 0000, 1916"
2476,"久方の空晴れわたり風もなし一片の雲うすれうすれ消ゆ : 新井洸 『微明』, 0000, 1916"
2477,"郵便馬車ぬらりと赤し氷屋の店さきの灯に粉雨久しも : 新井洸 『微明』, 0000, 1916"
2478,"ちろちちろ虫の音さやに闇ふかしたちまち啼きて飛べる蝉かも : 新井洸 『微明』, 0000, 1916"
2479,"二百十日の朝あけの空に町尻の工場の笛ひきもまれ居り : 新井洸 『微明』, 0000, 1916"
2480,"うす寒き雨の曇リに木蓮は狼籍として散りて光れり : 新井洸 『微明』, 0000, 1916"
2481,"雪解けの赤土道に昼ちかき光まつかにながれたるかも : 新井洸 『微明』, 0000, 1916"
2482,"桜田のお濠の堤枯芝に雁居ならびて日なたぼこせり : 新井洸 『微明』, 0000, 1916"
2483,"髭黒の鼠取り路地を出でにけり荷へる鑵に朝風が寒し : 新井洸 『微明』, 0000, 1916"
2484,"水門の木戸に降りつつ水づける雪さへ白み日はタべなり : 新井洸 『微明』, 0000, 1916"
2485,"潮そこる材木堀の巨材のうへ眩き昼の風を聞 : 新井洸 『微明』, 0000, 1916"
2486,"理髪師は朝戸あけつつ白百合の鉢持て出でぬ街の露けさ : 新井洸 『微明』, 0000, 1916"
2487,"はつ冬の空すみあかき宵月に並木広葉はかぐろかりけり : 新井洸 『微明』, 0000, 1916"
2488,"をさな児の頬のおしろい寒げにもこの元日のたそがれにけり : 新井洸 『微明』, 0000, 1916"
2489,"真昼間の煙突の黒けぶりわき上りわき上りやすからぬかも : 新井洸 『微明』, 0000, 1916"
2490,"ああ今日も小ぬくき家に帰らなむさびしく一人父の待つなり : 新井洸 『微明』, 0000, 1916"
2491,"さ夜ふかく暑さもあつし高台の病院の窓に煌たる灯かな : 新井洸 『微明』, 0000, 1916"
2492,"襲雨来る曇りの街にけたたましく玻璃倒れて破れ響きたり : 新井洸 『微明』, 0000, 1916"
2493,"小間物屋おもちや屋の灯に人なかに隣の桝の娘のめづらしさ : 新井洸 『微明』, 0000, 1916"
2494,"あづけたる帽子もかへり所作事の幕あかむとす何かさびしや : 新井洸 『微明』, 0000, 1916"
2495,"うなじ白きこの幼きが裾からげお百度踏めり母と祖母と : 新井洸 『微明』, 0000, 1916"
2496,"敷石のうへか行きかくゆき久しけど素足音なしおごそかなりや : 新井洸 『微明』, 0000, 1916"
2497,"おごそかにお百度を踏め白髪の祖母は咳をこらへかねつも : 新井洸 『微明』, 0000, 1916"
2498,"朝まだき風は秋なり神前に祈らねばならぬ事なきか我は : 新井洸 『微明』, 0000, 1916"
2499,"病院を訪はむとしつつ街に見し紅屋の旗は日に麗らなり : 新井洸 『微明』, 0000, 1916"
2500,"病室の日のあらはなれば君が類にさすくれなゐをすべなくも見し : 新井洸 『微明』, 0000, 1916"
2501,"やはらかく白くふくらむ枕べにうし紅の貝おかれけるかな : 新井洸 『微明』, 0000, 1916"
2502,"何に触れし心ぞや我は夢うつつ現ともなき静けさの底に : 新井洸 『微明』, 0000, 1916"
2503,"街のとよみひたと途絶えし真夜中にまことほつつり覚めにけらしも : 新井洸 『微明』, 0000, 1916"
2504,"さえざえと既に覚めたる目つぶりてとらへねばならぬ何物のあり : 新井洸 『微明』, 0000, 1916"
2505,"たたなはる暗のおくかに目ひらけばとらへかねたる声音なりけり : 新井洸 『微明』, 0000, 1916"
2506,"霜こほる小夜のちまたに澄みやかに声をそろへて打つか鶴嘴 : 新井洸 『微明』, 0000, 1916"
2507,"お濠のその水近み風落ちしこの夜をふかみ声のすむらむ : 新井洸 『微明』, 0000, 1916"
2508,"大土の深き眠りにちやうちやうと打ち入るかもよその鶴嘴を : 新井洸 『微明』, 0000, 1916"
2509,"骨立ちて既に掘られし枕木にいかに冷たき夜の霜ならむ : 新井洸 『微明』, 0000, 1916"
2510,"地上にはかんてらの灯のはだか灯のゆらゆら燃えて暗き夜ならし : 新井洸 『微明』, 0000, 1916"
2511,"御影のかどある石に触れぬらむその手のひらよ霜のちまたに : 新井洸 『微明』, 0000, 1916"
2512,"まがなしみ眼つぶれば枕の下とほどほにして声のさやけさ : 新井洸 『微明』, 0000, 1916"
2513,"横になりてものを思へば肩さきのうすらに寒き夜となりにけり : 新井洸 『微明』, 0000, 1916"
2514,"あかりさす障子あくれば秋ふかき夜庭のさむさ流れ入り来も : 新井洸 『微明』, 0000, 1916"
2515,"花瓶の白菊かをる夜の寒さ肝油にしみし膚にかなしも : 新井洸 『微明』, 0000, 1916"
2516,"このおほ地ほのぼの春の日に酔へり我がうつし身をいかがすべけむ : 新井洸 『微明』, 0000, 1916"
2517,"ひとり身の嘆きをおもみ静かなる四月の空の滓を苦めり : 新井洸 『微明』, 0000, 1916"
2518,"春の日の光おもたくひとり居る我が心臓にのしかかりたり : 新井洸 『微明』, 0000, 1916"
2519,"ひとりを歯がみて堪ゆれ日輪の光はくろく煤けたるかな : 新井洸 『微明』, 0000, 1916"
2520,"鼻血が出たるばかりに灯の前に心しほたれ眠らむと思ふ : 新井洸 『微明』, 0000, 1916"
2521,"夜あけ近くやや冴えぬると肉身のいとあまりにもすなほなるかな : 新井洸 『微明』, 0000, 1916"
2522,"小さなる地震ゆり景色との曇り我が気不精の虫がかぶれる : 新井洸 『微明』, 0000, 1916"
2523,"むくつけき心のくらみ此ままに土の底にも入らむとぞ思ふ : 新井洸 『微明』, 0000, 1916"
2524,"人の文けしうよごれて十日あり無慙のこころ筆を執らざる : 新井洸 『微明』, 0000, 1916"
2525,"置き馴れし箪笥のあとのしらしらとあまり明るき秋の日ざしか : 新井洸 『微明』, 0000, 1916"
2526,"移り来し荷の緒ちらばる家のうちに夕靄さぶくしのび来にけり : 新井洸 『微明』, 0000, 1916"
2527,"疲れつつ冴ゆる心に灯くらく塵のくゆりの重く迷へり : 新井洸 『微明』, 0000, 1916"
2528,"住み馴れぬ家ぬちの心いつ更けし青の寒さにをののきにけり : 新井洸 『微明』, 0000, 1916"
2529,"空けし家の庭の椿のしろき塵こよひの雨に消えゆくらむか : 新井洸 『微明』, 0000, 1916"
2530,"いかならむ人か棲みしとこの隈の釘をこじ抜く其根錆びたり : 新井洸 『微明』, 0000, 1916"
2531,"たそがれと暮れゆく時を背のびして釘かしましく打つがわびしも : 新井洸 『微明』, 0000, 1916"
2532,"襟ほそき御嶽行者の養ひ娘今は二十歳を越したるならむ : 新井洸 『微明』, 0000, 1916"
2533,"いかばかり衰へはてし心かも御獄行者に占へしめけむ : 新井洸 『微明』, 0000, 1916"
2534,"おのれを果敢なみ居たれ一年もたのみ難しと聞くに堪へめや : 新井洸 『微明』, 0000, 1916"
2535,"おのが身をうれひはかなみ痴しきまどはし言にいや歎かひし : 新井洸 『微明』, 0000, 1916"
2536,"罪止云布罪波不在[つみといふつみはあらじ]と奏す時男行者のこゑのよろしさ : 新井洸 『微明』, 0000, 1916"
2537,"深川の路地の暗きを出でけらし行者の娘かほよかりしか : 新井洸 『微明』, 0000, 1916"
2538,"病院の夜の廊下に佇める面会人か我が姿はも : 新井洸 『微明』, 0000, 1916"
2539,"山ちかき夜の底冷え薬の香面会人はしづ心なし : 新井洸 『微明』, 0000, 1916"
2540,"病院のさむき灯かげに白絹の一点のしみを悲しめりけり : 新井洸 『微明』, 0000, 1916"
2541,"この家に枇杷の花咲けり我が親子今日からここにうつり住むなり : 新井洸 『微明』, 0000, 1916"
2542,"霞降る身のまはりなる物のかげ濃く染まるまで灯を強くせよ : 新井洸 『微明』, 0000, 1916"
2543,"氷雨降る小暗き部屋にうづくまり意地わろく人にへだてたらなむ : 新井洸 『微明』, 0000, 1916"
2544,"霜ぐもりさびしく寒しかかる日は我がおくつきの水かへに来ね : 新井洸 『微明』, 0000, 1916"
2545,"雪どけの雫のかげを日あたりの障子に見つつ薬あふぐも : 新井洸 『微明』, 0000, 1916"
2546,"病み臥して昼を寝たればさめ際の眼にしむ灯こそさうざうしけれ : 新井洸 『微明』, 0000, 1916"
2547,"茶の間の暗き灯かげに水蜜桃はめば妻が浴衣のまづしきをあはれ : 新井洸 『微明』, 0000, 1916"
2548,"タまぐれ風そよそよと鳥が行く我がこのこころかへる家なし : 新井洸 『微明』, 0000, 1916"
2549,"烏羽玉の夜のふけゆけばつかれひく明日をわびしみころぶすなりけり : 新井洸 『微明』, 0000, 1916"
2550,"思ひあまり着のみ着のままごろ寝するものぐさき心妻知るらめや : 新井洸 『微明』, 0000, 1916"
2551,"黄八丈繻子の襟せし風俗に品なほ高き母なりしかな : 新井洸 『微明』, 0000, 1916"
2552,"棕櫚竹と君が姿とうつしたる鏡のいろの冷たき思ひ出 : 新井洸 『微明』, 0000, 1916"
2553,"そむかれむ日の悲びをうれひつつ百日に足らぬ子をいだくなり : 新井洸 『微明』, 0000, 1916"
2554,"我が妻の手づくね髪しつたなくも打乱るるを見つつ黙すも : 新井洸 『微明』, 0000, 1916"
2555,"静かなる夜長夜さむにかぎりなきさんげの心あふれたるかな : 新井洸 『微明』, 0000, 1916"
2556,"から梅雨の風吹きわたり大河の波の騒立ち閃けるかも : 新井洸 『微明』, 0000, 1916"
2557,"夕映えのひかりうち乱れ潮疾し船子がおらびのいらだたしかも : 新井洸 『微明』, 0000, 1916"
2558,"満ち潮のしほのあしはやみ船と船と触れなむとしてまた事もなし : 新井洸 『微明』, 0000, 1916"
2559,"タ潮に乗り来る船の舳目くるめく我が鳩尾にあへて迫るも : 新井洸 『微明』, 0000, 1916"
2560,"今は暮れてひたすら暗き河口におも梶と呼べり少年のこゑ : 新井洸 『微明』, 0000, 1916"
2561,"小蒸汽の吹き棄つる湯気にあか暗き機関の室 : 新井洸 『微明』, 0000, 1916"
2562,"ぬらぬらと油光りの機械にはともしちらめき : 新井洸 『微明』, 0000, 1916"
2563,"引く潮にさからひ上る夜の帆は風を乏しび星空に垂る : 新井洸 『微明』, 0000, 1916"
2564,"見ることの久しくしあれば夜の帆影湖にさからひしみじみ上る : 新井洸 『微明』, 0000, 1916"
2565,"河岸の家にひとり寝に来て宵はやし遠稲光がらす戸に見ゆ : 新井洸 『微明』, 0000, 1916"
2566,"横になれば水づたひ来るものの声奇しくさやに女わらへり : 新井洸 『微明』, 0000, 1916"
2567,"新しき船のさし板檜いた朝日にてらふ波のただなか : 新井洸 『微明』, 0000, 1916"
2568,"両岸の街には今朝は鯉職みなかみ遠くあまた見えつも : 新井洸 『微明』, 0000, 1916"
2569,"ひつそりと米倉ならぶ河岸に来て鳥さしが吹くその鳥笛を : 新井洸 『微明』, 0000, 1916"
2570,"水の上のタ映えのいろ早くさめ冷たく明し春浅みかも : 新井洸 『微明』, 0000, 1916"
2571,"にごり雨小やみをなしも引き潮のしるき川床泥曝れにつつ : 新井洸 『微明』, 0000, 1916"
2572,"豪雨の水ひた流れたり船は皆岸に身を寄せ息をころせり : 新井洸 『微明』, 0000, 1916"
2573,"雪はれの朝のかがやき河ロの汽船の火夫もつれづれ見たり : 新井洸 『微明』, 0000, 1916"
2574,"まんまんと凪ぎし日なれば汽船の波河一ぱいにひろがりゆくも : 新井洸 『微明』, 0000, 1916"
