,0
631,"タまぐれ風そよそよと鳥が行く我がこのこころかへる家なし : 新井洸 『微明』, 0000, 1916"
632,"烏羽玉の夜のふけゆけばつかれひく明日をわびしみころぶすなりけり : 新井洸 『微明』, 0000, 1916"
633,"思ひあまり着のみ着のままごろ寝するものぐさき心妻知るらめや : 新井洸 『微明』, 0000, 1916"
634,"黄八丈繻子の襟せし風俗に品なほ高き母なりしかな : 新井洸 『微明』, 0000, 1916"
635,"棕櫚竹と君が姿とうつしたる鏡のいろの冷たき思ひ出 : 新井洸 『微明』, 0000, 1916"
636,"そむかれむ日の悲びをうれひつつ百日に足らぬ子をいだくなり : 新井洸 『微明』, 0000, 1916"
637,"我が妻の手づくね髪しつたなくも打乱るるを見つつ黙すも : 新井洸 『微明』, 0000, 1916"
638,"静かなる夜長夜さむにかぎりなきさんげの心あふれたるかな : 新井洸 『微明』, 0000, 1916"
639,"から梅雨の風吹きわたり大河の波の騒立ち閃けるかも : 新井洸 『微明』, 0000, 1916"
640,"夕映えのひかりうち乱れ潮疾し船子がおらびのいらだたしかも : 新井洸 『微明』, 0000, 1916"
641,"満ち潮のしほのあしはやみ船と船と触れなむとしてまた事もなし : 新井洸 『微明』, 0000, 1916"
642,"タ潮に乗り来る船の舳目くるめく我が鳩尾にあへて迫るも : 新井洸 『微明』, 0000, 1916"
643,"今は暮れてひたすら暗き河口におも梶と呼べり少年のこゑ : 新井洸 『微明』, 0000, 1916"
644,"小蒸汽の吹き棄つる湯気にあか暗き機関の室 : 新井洸 『微明』, 0000, 1916"
645,"ぬらぬらと油光りの機械にはともしちらめき : 新井洸 『微明』, 0000, 1916"
646,"引く潮にさからひ上る夜の帆は風を乏しび星空に垂る : 新井洸 『微明』, 0000, 1916"
647,"見ることの久しくしあれば夜の帆影湖にさからひしみじみ上る : 新井洸 『微明』, 0000, 1916"
648,"河岸の家にひとり寝に来て宵はやし遠稲光がらす戸に見ゆ : 新井洸 『微明』, 0000, 1916"
649,"横になれば水づたひ来るものの声奇しくさやに女わらへり : 新井洸 『微明』, 0000, 1916"
650,"新しき船のさし板檜いた朝日にてらふ波のただなか : 新井洸 『微明』, 0000, 1916"
651,"両岸の街には今朝は鯉職みなかみ遠くあまた見えつも : 新井洸 『微明』, 0000, 1916"
652,"ひつそりと米倉ならぶ河岸に来て鳥さしが吹くその鳥笛を : 新井洸 『微明』, 0000, 1916"
653,"水の上のタ映えのいろ早くさめ冷たく明し春浅みかも : 新井洸 『微明』, 0000, 1916"
654,"にごり雨小やみをなしも引き潮のしるき川床泥曝れにつつ : 新井洸 『微明』, 0000, 1916"
655,"豪雨の水ひた流れたり船は皆岸に身を寄せ息をころせり : 新井洸 『微明』, 0000, 1916"
656,"雪はれの朝のかがやき河ロの汽船の火夫もつれづれ見たり : 新井洸 『微明』, 0000, 1916"
657,"まんまんと凪ぎし日なれば汽船の波河一ぱいにひろがりゆくも : 新井洸 『微明』, 0000, 1916"
658,"町うらの沼田に見ればうらさびし繭屋の屋根の細き煙出し : 新井洸 『微明』, 0000, 1916"
659,"油桶の真鍮の箍日に照らふ水郷の町のはづれなりけり : 新井洸 『微明』, 0000, 1916"
660,"三叉の沖吹く風に白魚ひく帆影黝みて湖暮れむとす : 新井洸 『微明』, 0000, 1916"
661,"大湖のたたへのはてにあをあをし真菰の浮洲寂かなるかな : 新井洸 『微明』, 0000, 1916"
662,"湖尻のせばまりはてて江なせる水滑らかに月にあをめり : 新井洸 『微明』, 0000, 1916"
663,"浮洲のなか水の道せばくほの暗く月はまこもの根にきらめけり : 新井洸 『微明』, 0000, 1916"
664,"翅なき人にしあれば夜ふかく水に舟うけて月に遊べり : 新井洸 『微明』, 0000, 1916"
665,"大空も水もしめらひ蒼みたり月は遥けくはるけかりけり : 新井洸 『微明』, 0000, 1916"
666,"目瞑づれば忽ち暗き夜の底にひえびえと啼く虫の声かも : 新井洸 『微明』, 0000, 1916"
667,"洲の崎の芦生にまじるおもだかの水際に淀むうす明りはも : 新井洸 『微明』, 0000, 1916"
668,"錦木はか細けれどもくれなゐをいのちの限りこらしたらずや : 新井洸 『微明』, 0000, 1916"
669,"雲おもき日のタぐれの微あかり森林のうちにさえ沈むかも : 新井洸 『微明』, 0000, 1916"
670,"下りて来し駒の鈴が音タ冷えの山の空気に細くとよむも : 新井洸 『微明』, 0000, 1916"
671,"山ふかみ雪霜つよき苛げにいのちたもてる樹樹の梢かも : 新井洸 『微明』, 0000, 1916"
672,"湯の宿は未だ遠きを暮れちかみ雑木の膚のなま白けつつ : 新井洸 『微明』, 0000, 1916"
673,"曇り日のしかもたそがれ闃として笹原遠くひらけたるかな : 新井洸 『微明』, 0000, 1916"
674,"右ひだりすげなく広き笹原に夜とならむとすうなじ寒かり : 新井洸 『微明』, 0000, 1916"
675,"草鞋とけば白き土ふまず柔らかき出湯にひたし息づきにけり : 新井洸 『微明』, 0000, 1916"
676,"くろぐろと同行ねむる部屋ぬちに身じろけば湯の香ほのにほひつつ : 新井洸 『微明』, 0000, 1916"
677,"暁のくらく寒きに起きいでて此の山の湯にしづむかなしさ : 新井洸 『微明』, 0000, 1916"
678,"山深みひたとしみ入る朝寒にはだかとなれば湯の気親しも : 新井洸 『微明』, 0000, 1916"
679,"峡ふかく元湯湯の井をうかがへば朝寒を来し面ほてるかも : 新井洸 『微明』, 0000, 1916"
680,"湯の気凝りて白き地上を朝まだき木の下露の流れたるかも : 新井洸 『微明』, 0000, 1916"
681,"朝露の蔦の広葉つみて匂ひある出湯をむすび口にうつせり : 新井洸 『微明』, 0000, 1916"
682,"滝壷の茶屋の雨洩りいぶせみと焚火によればくゆる服かも : 新井洸 『微明』, 0000, 1916"
683,"雲走り青空見する風立ちに梢さやさや峡濡れ光る : 新井洸 『微明』, 0000, 1916"
684,"遠つ世の火ロの跡の焼原の砂のうへ行くいささ川かも : 新井洸 『微明』, 0000, 1916"
685,"滝岨の椛の梢の枝の間に晩秋の空よどみたり見ゆ : 新井洸 『微明』, 0000, 1916"
686,"滝をせぎる岩のこなたの断面は寂然として耳なき如し : 新井洸 『微明』, 0000, 1916"
687,"道きりてかけす鳴きしか雨となりし小暗き霧にまた見えずけり : 新井洸 『微明』, 0000, 1916"
688,"高山の霧のおそひにたゆたへば毛織ごろもは霜よりも白し : 新井洸 『微明』, 0000, 1916"
689,"悲し小禽つぐみがとはに閉ぢし眼に天のさ霧は触れむとすらむ : 新井洸 『微明』, 0000, 1916"
690,"軒ちかく向うの峰の裾引ける渓さやかなり月は出ぬらし : 新井洸 『微明』, 0000, 1916"
691,"木のもとの黄いろ落葉に枝の影しみみにおける月のよろしさ : 新井洸 『微明』, 0000, 1916"
692,"男体はすでに朝日ににほへどもこの渓さむく水たぎちつつ : 新井洸 『微明』, 0000, 1916"
693,"きらきらと今朝のあさ風落葉松の葉をまき散らす雨後のあかるさ : 新井洸 『微明』, 0000, 1916"
694,"豊秋の足穂のタ日遠寂ぶる一千年の大御寺かも : 新井洸 『微明』, 0000, 1916"
695,"薬師寺の塔のしら壁ましら壁ゆふかたまけてさぶくにほふも : 新井洸 『微明』, 0000, 1916"
696,"うつつなく流れただよふタ明り仏足石を見せたまひけり : 新井洸 『微明』, 0000, 1916"
697,"柿の実はタかたまけてはしやぐ児のまなこ円に靄にこもらず : 新井洸 『微明』, 0000, 1916"
698,"月読みのあかり露けき中空に鴟尾の甍のまさやかに見ゆ : 新井洸 『微明』, 0000, 1916"
699,"しづかなる南円堂の初更の灯たもとにまきて持ち帰らなむ : 新井洸 『微明』, 0000, 1916"
700,"沼尻に櫓立て並め大四つ手引きあぐるなり秋空の下 : 新井洸 『微明』, 0000, 1916"
701,"兎つるすももんぢい屋の店に見る姫神山の秋の雪はも : 新井洸 『微明』, 0000, 1916"
702,"紅の襷紅の前垂れ寒国のいろ白き子に似つけるもあはれ : 新井洸 『微明』, 0000, 1916"
703,"旅人と生れし町のよそ知らぬ子と逢ひし時何をいひきや : 新井洸 『微明』, 0000, 1916"
704,"くれなゐの踊り前垂れ解き放ちすなはち我に与へけるかな : 新井洸 『微明』, 0000, 1916"
705,"やや白む窓の破璃のうすじめり旅寝の朝の眼にすがしもよ : 新井洸 『微明』, 0000, 1916"
706,"真夜中の出船を待てばここの椅子に人多くなりていよよさびしも : 新井洸 『微明』, 0000, 1916"
707,"やはらかき船のふし床に疲れ寝て津軽の海を荒れしとも知らず : 新井洸 『微明』, 0000, 1916"
708,"波止場の路つまさき暗く空荒し人のうしろを見つめて行くも : 新井洸 『微明』, 0000, 1916"
709,"もの思ふ媼の涙さめざめと氷雨に濡るる古き郵船 : 新井洸 『微明』, 0000, 1916"
710,"行きゆけど行き果たさざる道なれかよもぎ枯れつつ続きてありけり : 新井洸 『微明』, 0000, 1916"
711,"ひさめ降る樺の林の木ぐれには板目ましろき小家まれに見ゆ : 新井洸 『微明』, 0000, 1916"
712,"熊笹の山の膚か遠ひろみ濃くなりて行く雨の道見ゆれ : 新井洸 『微明』, 0000, 1916"
713,"木立らはおびただしくも切られたりタ日さし入りはるかなるかな : 新井洸 『微明』, 0000, 1916"
714,"水ふかき神居古潭に靄立てば牙より白き二日月かも : 新井洸 『微明』, 0000, 1916"
715,"雪国の雪の夜ふけの灯にさびしな都育ちのうたひめの顔 : 新井洸 『微明』, 0000, 1916"
716,"あはれなる追分節よここゆまた遠くさすらひ家にかへらじ : 新井洸 『微明』, 0000, 1916"
717,"乗合ひの友の其の頬に雪あかりほのかに白く旅ごころ痛し : 新井洸 『微明』, 0000, 1916"
718,"車中に疲れ臥す時土地者の泥長靴の目よ離れずも : 新井洸 『微明』, 0000, 1916"
719,"降り足らぬ今朝の雪ぞら凍みまさり出帆の銅羅とどろこだます : 新井洸 『微明』, 0000, 1916"
720,"踊子の紅の前垂あはれにも旅の鞄に入りて来にけり : 新井洸 『微明』, 0000, 1916"
721,"をさならが窓のそともの騒ぎにも君とあるこころ乱れ苦しき : 新井洸 『微明』, 0000, 1916"
722,"ひたひたと夜のうしほの満ち潮のひたすに濡れぬ君がひとみに : 新井洸 『微明』, 0000, 1916"
723,"胸みちて二人もだせりおぎろなき死の大神肝をひやさむ : 新井洸 『微明』, 0000, 1916"
724,"くれぐれと世に頼りなきこのこころ君が前にをさも泣きかねつ : 新井洸 『微明』, 0000, 1916"
725,"たらちねの母にしもあらば温かき膝に顔よせ泣かましものを : 新井洸 『微明』, 0000, 1916"
726,"人間のいのちの奥のはづかしさ滲み来るかも君に対へば : 新井洸 『微明』, 0000, 1916"
727,"足り足らぬ何やらを追ふこの夜らの君とあるこころ時なさまたげ : 新井洸 『微明』, 0000, 1916"
728,"君に得し落つき心罅せじととぼとぼと行く小夜は更くれど : 新井洸 『微明』, 0000, 1916"
729,"もの深きこの落つきゆ一人行く道のすがらに涙こぼるる : 新井洸 『微明』, 0000, 1916"
730,"君に逢ひて今帰りつつ行方なくしかも惑へるこの愁ひはも : 新井洸 『微明』, 0000, 1916"
731,"一人思ふたのみをもとな是ぞこのあからさまなる何を知リてか : 新井洸 『微明』, 0000, 1916"
732,"目の前の我が手のひらと人ごころまさにうつつに見むよしもがも : 新井洸 『微明』, 0000, 1916"
733,"このへだて石に投げても丁と落ちていと砕けむものならなくに : 新井洸 『微明』, 0000, 1916"
734,"いでいかに思ひ定めむ流しやる木の葉も水も早く行くなり : 新井洸 『微明』, 0000, 1916"
735,"恋ひなづむ心おとろへ反故紙の知らぬ子の手蹟に涙ぐみけり : 新井洸 『微明』, 0000, 1916"
736,"紙ないふ頻にあつれば涙落つ我がおこたりを君知るらむか : 新井洸 『微明』, 0000, 1916"
737,"沈める水の深みのほの明りこころのさびれまなうらに見ゆ : 新井洸 『微明』, 0000, 1916"
738,"おのづからなるらむままにいかにともなれ君ならぬ人に何をも思はず : 新井洸 『微明』, 0000, 1916"
739,"秋の夜のともし灯ふけて物のくまほの暗ければ君が髪思ふ : 新井洸 『微明』, 0000, 1916"
740,"ややあをき頬にかかれる髪もあれきれ長まみの俯目かなしも : 新井洸 『微明』, 0000, 1916"
741,"小夜ふけて眠るといふもうつつなく君がひとみに沈みゆくこと : 新井洸 『微明』, 0000, 1916"
742,"この頃の夜毎のねざめ秋しづけく君をおもふに限りなきかな : 新井洸 『微明』, 0000, 1916"
743,"いねがてに冷え切りし手を額におく涙ながれてとどまらぬかな : 新井洸 『微明』, 0000, 1916"
744,"死にかへりひびきを絶えしうしほ波うねりにうねリまなかひにあり : 新井洸 『微明』, 0000, 1916"
